Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
5122	1984	2	2	3	2009	Chennai	Good	Yes	27158806
5123	1873	4	4	3	2023	Hyderabad	Poor	Yes	19716275
5124	1823	3	3	3	2001	Hyderabad	Very Good	Yes	25100402
5125	2055	4	4	4	2001	Delhi	Very Good	No	42766138
5126	4462	6	5	1	2025	Pune	Very Good	Yes	76716009
5127	4459	6	5	1	2026	Delhi	Good	Yes	88678598
5128	4640	6	5	3	1998	Bangalore	Excellent	No	86162430
5129	2039	3	2	4	2006	Pune	Good	No	28180969
5130	2412	4	4	4	2025	Coimbatore	Good	No	26077587
5131	3603	5	5	1	2019	Jaipur	Good	Yes	36926648
5132	4509	6	5	4	2020	Hyderabad	Very Good	Yes	61028663
5133	3799	6	5	4	2008	Noida	Fair	No	53186886
5134	1637	2	1	2	2008	Ahmedabad	Good	Yes	18669239
5135	4430	5	5	3	2016	Chennai	Good	Yes	57725861
5136	3965	6	5	1	2005	Pune	Good	No	58770830
5137	1626	2	1	1	2016	Ahmedabad	Fair	Yes	16260517
5138	941	2	2	2	2004	Delhi	Excellent	No	21437234
5139	4909	6	5	3	2022	Mumbai	Good	Yes	115252830
5140	2204	4	4	2	2012	Ahmedabad	Excellent	Yes	29993478
5141	577	1	2	4	2007	Delhi	Good	Yes	11126851
5142	1917	3	3	2	2008	Hyderabad	Good	No	24002342
5143	2265	2	2	2	2026	Hyderabad	Good	No	30732125
5144	944	1	1	2	2019	Jaipur	Very Good	No	10191542
5145	751	2	1	1	2005	Bangalore	Good	No	12810526
5146	4805	6	5	3	2021	Mysore	Good	Yes	43417226
5147	1279	2	2	3	1998	Coimbatore	Good	No	11781001
5148	1413	3	3	3	2004	Delhi	Excellent	No	29775632
5149	4595	6	5	1	1999	Bangalore	Good	No	65287885
5150	3825	5	5	1	2016	Mumbai	Good	No	94359622
5151	2834	3	3	1	2009	Kochi	Good	Yes	26443938
5152	4151	6	5	4	2011	Mysore	Very Good	Yes	38960471
5153	3303	4	3	2	2002	Mysore	Good	Yes	28671609
5154	2622	4	5	4	2010	Pune	Good	Yes	36618897
5155	2419	3	3	4	1999	Mysore	Very Good	No	23209580
5156	2854	3	3	3	2024	Hyderabad	Very Good	Yes	43126868
5157	2110	4	4	3	2019	Kochi	Very Good	Yes	26826156
5158	3654	5	5	4	2026	Hyderabad	Good	No	50246533
5159	3413	4	4	2	1998	Noida	Fair	Yes	44826897
5160	3592	6	5	1	2023	Mysore	Poor	No	29832146
5161	4720	6	5	2	2025	Chennai	Good	No	62884361
5162	2950	3	4	4	2020	Ahmedabad	Very Good	Yes	34794357
5163	3669	4	4	4	2008	Mysore	Fair	Yes	30493418
5164	3731	5	4	4	2014	Mysore	Good	Yes	33301840
5165	1444	1	1	2	2018	Mysore	Very Good	Yes	14796982
5166	734	1	2	2	2024	Ahmedabad	Good	No	9397353
5167	3707	5	5	1	1999	Chennai	Very Good	Yes	45384381
5168	2936	5	5	4	1999	Kochi	Good	Yes	29786120
5169	3924	6	5	1	1998	Pune	Fair	Yes	47248670
5170	1247	1	1	2	2019	Coimbatore	Good	Yes	12225091
5171	2608	5	5	2	2014	Pune	Good	No	37646327
5172	4189	5	5	2	2015	Hyderabad	Fair	No	49978705
5173	2831	5	5	1	2003	Mumbai	Excellent	No	78002797
5174	4998	6	5	3	2015	Chennai	Excellent	Yes	74038368
5175	3942	5	5	3	2018	Ahmedabad	Fair	No	39680261
5176	2366	4	4	3	2012	Jaipur	Good	Yes	22530512
5177	633	2	2	2	2024	Hyderabad	Good	No	9401377
5178	1576	2	3	2	2009	Kochi	Excellent	No	19198399
5179	1725	3	2	1	2019	Jaipur	Good	No	16678522
5180	3231	4	3	2	2026	Mysore	Excellent	No	38069547
5181	2395	4	4	1	2007	Noida	Poor	No	27831365
5182	3547	6	5	2	2000	Noida	Fair	Yes	49688555
5183	1017	1	1	4	2020	Mumbai	Very Good	Yes	27353194
5184	2152	3	4	2	2023	Pune	Very Good	Yes	35282749
5185	4432	6	5	3	2006	Coimbatore	Good	Yes	40450422
5186	1547	2	1	2	2024	Mysore	Good	Yes	15737424
5187	638	1	2	2	2026	Hyderabad	Good	No	8542794
5188	3375	4	4	1	2023	Kochi	Good	Yes	37499796
5189	4903	6	5	4	2016	Chennai	Very Good	No	74580198
5190	3023	4	4	2	2011	Bangalore	Fair	No	42991300
5191	2633	5	4	4	2001	Chennai	Good	Yes	32525917
5192	1268	2	1	1	2016	Ahmedabad	Good	No	14000548
5193	4059	5	5	4	2007	Coimbatore	Good	No	37103829
5194	2150	2	1	3	2016	Kochi	Excellent	Yes	29243311
5195	2572	5	5	3	1999	Mysore	Very Good	No	24907535
5196	2495	4	4	2	2012	Jaipur	Good	No	24060805
5197	4357	6	5	2	2017	Bangalore	Good	Yes	75404758
5198	4788	6	5	3	2009	Bangalore	Poor	No	65623559
5199	926	2	2	2	2011	Noida	Fair	Yes	13682997
5200	4996	6	5	1	2000	Noida	Very Good	Yes	75597522
5201	4713	6	5	4	2011	Chennai	Very Good	No	67078420
5202	2717	3	3	3	2022	Ahmedabad	Fair	Yes	26563168
5203	3106	3	2	1	2023	Jaipur	Very Good	No	34972301
5204	3053	4	5	4	2009	Pune	Good	No	46551559
5205	3480	6	5	4	2005	Coimbatore	Good	Yes	29887464
5206	4893	6	5	1	2013	Noida	Very Good	No	80533471
5207	4120	6	5	3	2018	Jaipur	Fair	Yes	38705796
5208	4384	6	5	2	2006	Kochi	Fair	Yes	36696203
5209	4849	6	5	2	2020	Mysore	Poor	No	36727342
5210	1013	2	3	1	2001	Bangalore	Very Good	No	17785671
5211	1834	3	3	3	2006	Jaipur	Good	Yes	18513720
5212	4741	6	5	4	2026	Coimbatore	Good	Yes	51585525
5213	1152	2	2	1	2016	Coimbatore	Good	Yes	11203736
5214	694	1	1	4	2010	Chennai	Excellent	No	11795706
5215	2592	4	5	4	2007	Bangalore	Fair	Yes	39938699
5216	2435	2	2	2	1998	Mumbai	Very Good	No	55556524
5217	1274	1	1	4	1999	Pune	Very Good	Yes	19108147
5218	1256	1	1	3	2025	Mysore	Good	Yes	12946814
5219	4923	6	5	3	1999	Delhi	Good	Yes	90074229
5220	2673	4	4	1	2007	Delhi	Good	Yes	48808848
5221	4487	6	5	4	2015	Kochi	Good	Yes	50277023
5222	4729	6	5	2	2025	Jaipur	Very Good	Yes	57863199
5223	2417	3	4	2	2013	Kochi	Very Good	Yes	27281910
5224	3535	5	5	2	2024	Coimbatore	Fair	No	31187091
5225	2628	4	4	1	2017	Mumbai	Fair	Yes	53726783
5226	1075	3	3	1	2025	Mumbai	Fair	Yes	23973036
5227	589	1	1	1	2006	Ahmedabad	Poor	No	5349771
5228	3356	4	4	3	1998	Chennai	Very Good	No	46075194
5229	2780	4	3	3	2009	Noida	Good	No	46527074
5230	4832	6	5	1	2016	Jaipur	Good	No	46123738
5231	2634	4	3	1	2017	Pune	Good	Yes	39293927
5232	1460	2	3	2	2023	Mumbai	Good	Yes	33159788
5233	3671	6	5	1	2018	Chennai	Good	Yes	50560395
5234	1970	2	2	4	2018	Kochi	Very Good	No	23194049
5235	700	1	2	3	1999	Bangalore	Fair	No	9967023
5236	1494	2	1	2	2003	Ahmedabad	Good	Yes	14832890
5237	3433	4	4	4	2001	Mumbai	Excellent	Yes	89284337
5238	4241	6	5	3	2003	Ahmedabad	Very Good	Yes	47039282
5239	1751	3	2	1	2017	Ahmedabad	Excellent	No	22285333
5240	3095	4	5	4	2019	Mysore	Very Good	No	29209528
5241	4773	6	5	1	2019	Jaipur	Very Good	Yes	51226126
5242	3601	4	4	3	2025	Bangalore	Good	Yes	62020186
5243	2467	4	5	1	2002	Coimbatore	Excellent	No	26129098
5244	4606	6	5	1	1999	Hyderabad	Fair	Yes	45028288
5245	4106	6	5	2	2013	Chennai	Excellent	No	61354340
5246	2189	4	5	4	2019	Mumbai	Excellent	Yes	59194157
5247	690	2	3	4	2014	Kochi	Good	Yes	8266203
5248	2081	4	5	3	1998	Mumbai	Very Good	No	45669098
5249	2250	3	3	2	2003	Delhi	Poor	No	32766660
5250	1006	1	1	2	2011	Noida	Very Good	No	18590939
5251	1436	1	2	3	2025	Kochi	Very Good	No	17608261
5252	1096	2	3	1	2001	Mumbai	Good	No	25041930
5253	3140	4	3	4	2018	Kochi	Good	Yes	35842055
5254	4808	6	5	4	2014	Coimbatore	Very Good	Yes	46725823
5255	1859	4	5	3	2016	Mysore	Very Good	Yes	19361818
5256	3427	5	5	1	2015	Ahmedabad	Good	No	39367346
5257	1363	3	2	4	2015	Hyderabad	Excellent	No	19870655
5258	4046	6	5	4	2025	Mumbai	Very Good	Yes	108508253
5259	3866	5	5	3	2024	Delhi	Excellent	Yes	95773407
5260	2423	4	4	2	2024	Coimbatore	Excellent	Yes	28375541
5261	2792	3	3	4	2006	Coimbatore	Very Good	Yes	26376332
5262	2184	3	4	2	2012	Pune	Very Good	No	37568771
5263	994	1	1	3	2011	Hyderabad	Very Good	No	14114397
5264	754	2	2	1	2018	Coimbatore	Fair	Yes	8037125
5265	3083	4	3	2	2004	Hyderabad	Good	No	33077734
5266	4614	6	5	1	2010	Chennai	Good	No	54973181
5267	2342	4	3	3	2016	Jaipur	Very Good	No	26194218
5268	782	1	1	3	2015	Pune	Very Good	Yes	13848414
5269	3065	5	4	1	2026	Jaipur	Very Good	Yes	34189349
5270	3186	5	5	1	2022	Delhi	Good	Yes	63907582
5271	3891	6	5	1	2022	Kochi	Very Good	No	46780513
5272	3481	5	5	2	2012	Mumbai	Good	No	83096720
5273	1152	1	2	2	2006	Chennai	Very Good	Yes	17294859
5274	1790	2	1	1	2009	Bangalore	Poor	No	22964881
5275	4962	6	5	2	2015	Mumbai	Good	Yes	106787841
5276	2053	4	4	3	2014	Delhi	Excellent	Yes	49813902
5277	3318	5	4	4	1998	Hyderabad	Good	Yes	35842436
5278	4337	6	5	2	2014	Coimbatore	Good	No	38327351
5279	2083	3	4	3	2014	Chennai	Good	No	27427127
5280	3625	5	5	4	2011	Jaipur	Excellent	Yes	45467112
5281	748	2	1	3	2008	Noida	Very Good	No	14144425
5282	4562	6	5	3	1998	Hyderabad	Very Good	No	52266301
5283	3909	5	5	4	1999	Kochi	Very Good	No	37835696
5284	3904	6	5	2	2021	Noida	Excellent	No	78047148
5285	4686	6	5	3	2015	Chennai	Good	No	66502853
5286	1532	2	2	1	2015	Delhi	Excellent	Yes	34356489
5287	1782	4	5	4	2021	Ahmedabad	Very Good	Yes	24322801
5288	847	2	2	3	2015	Coimbatore	Very Good	No	9528329
5289	683	1	2	2	2017	Kochi	Good	No	7309075
5290	4083	6	5	3	2003	Ahmedabad	Good	No	43999273
5291	2220	4	4	2	2000	Delhi	Very Good	No	42637635
5292	3873	6	5	4	2016	Noida	Good	No	65609938
5293	1223	1	1	3	2007	Hyderabad	Excellent	Yes	17572756
5294	3428	5	5	2	2017	Coimbatore	Poor	No	27517262
5295	3536	5	4	2	2001	Chennai	Fair	No	40915406
5296	1955	2	1	4	2017	Delhi	Good	Yes	37524594
5297	1235	1	2	1	2003	Mysore	Good	Yes	11028094
5298	2603	5	4	1	2005	Jaipur	Good	Yes	25224581
5299	2752	4	5	1	2024	Hyderabad	Very Good	No	39132129
5300	1087	1	1	3	2024	Coimbatore	Fair	No	10768942
5301	1696	3	3	3	1998	Noida	Good	Yes	24398498
5302	2868	3	4	3	2013	Bangalore	Good	No	45470607
5303	3570	5	5	1	2022	Chennai	Excellent	Yes	64623675
5304	4655	6	5	4	2009	Delhi	Very Good	No	91719699
5305	2705	4	3	1	2023	Bangalore	Very Good	No	53880045
5306	3920	5	5	4	2018	Coimbatore	Fair	Yes	37153589
5307	4847	6	5	1	2010	Bangalore	Fair	Yes	69148148
5308	2024	4	4	3	2007	Jaipur	Poor	No	17140906
5309	2850	4	5	4	2023	Kochi	Fair	No	30887682
5310	2738	4	4	3	2013	Jaipur	Good	No	24851116
5311	993	1	2	2	2011	Mumbai	Good	No	22410639
5312	3180	5	5	2	2014	Jaipur	Good	No	31660513
5313	3671	6	5	4	2009	Bangalore	Good	No	62829228
5314	1956	2	1	4	2003	Bangalore	Excellent	Yes	38651980
5315	1008	1	1	3	2000	Chennai	Good	No	12750658
5316	2616	5	5	1	2001	Noida	Excellent	Yes	51029737
5317	4833	6	5	4	2013	Coimbatore	Good	Yes	44302077
5318	1353	3	3	3	2000	Coimbatore	Poor	No	10731102
5319	1435	3	3	4	2010	Kochi	Very Good	Yes	17683433
5320	1889	3	4	3	2007	Pune	Very Good	Yes	30913549
5321	3397	5	5	4	2020	Bangalore	Very Good	Yes	64012532
5322	4305	5	4	2	2026	Mumbai	Good	Yes	101666342
5323	3289	5	5	3	2023	Bangalore	Good	Yes	54332418
5324	3895	6	5	4	2003	Noida	Very Good	Yes	66015045
5325	3868	6	5	4	2022	Bangalore	Very Good	No	74192103
5326	967	2	3	2	1998	Pune	Fair	No	12011572
5327	4871	6	5	2	2001	Noida	Very Good	Yes	78698645
5328	3886	6	5	2	2004	Noida	Good	Yes	59307337
5329	4021	6	5	3	2000	Delhi	Very Good	Yes	78559067
5330	2038	2	2	4	2011	Kochi	Very Good	Yes	22168460
5331	3629	5	5	2	2020	Chennai	Very Good	No	52540222
5332	1111	3	2	3	2026	Coimbatore	Good	Yes	13093441
5333	1956	3	4	4	2017	Hyderabad	Excellent	Yes	30698965
5334	938	2	2	4	2019	Noida	Good	No	14953002
5335	2395	4	5	1	2019	Ahmedabad	Excellent	No	34497126
5336	4601	6	5	3	2007	Hyderabad	Poor	No	44493059
5337	4373	5	5	4	2019	Delhi	Good	Yes	84307257
5338	4626	6	5	4	2026	Mysore	Good	No	45855559
5339	2444	3	2	1	2003	Pune	Very Good	Yes	34701930
5340	3669	5	4	4	2007	Mysore	Very Good	Yes	35680568
5341	4401	6	5	3	2021	Kochi	Good	No	47914938
5342	865	1	1	1	2024	Ahmedabad	Good	Yes	10357527
5343	2963	3	2	4	2004	Bangalore	Good	No	43398503
5344	1204	2	2	2	2006	Delhi	Fair	Yes	20158856
5345	3485	5	5	3	2022	Noida	Good	Yes	60719546
5346	4145	5	5	3	2009	Delhi	Very Good	Yes	87695997
5347	3179	5	5	3	2022	Kochi	Good	No	33851582
5348	1613	2	2	2	2016	Pune	Very Good	No	24819381
5349	1345	3	3	3	2015	Delhi	Very Good	No	29800351
5350	564	2	2	4	2026	Mysore	Very Good	No	7040666
5351	1638	1	1	2	2022	Coimbatore	Good	Yes	16992363
5352	4800	6	5	4	2025	Delhi	Fair	No	91591715
5353	2419	3	4	1	2018	Chennai	Good	No	33053952
5354	2664	3	3	4	2026	Chennai	Good	Yes	39643633
5355	4895	6	5	2	2011	Mysore	Very Good	Yes	44568046
5356	1711	2	1	1	2009	Ahmedabad	Good	No	16417319
5357	1490	2	2	1	2014	Delhi	Good	No	26421671
5358	2843	5	5	4	2003	Chennai	Good	No	33429002
5359	3349	5	4	1	2008	Ahmedabad	Fair	No	29824758
5360	1751	3	2	4	2012	Chennai	Very Good	No	27371962
5361	4216	6	5	4	2018	Bangalore	Excellent	Yes	86206010
5362	4916	6	5	3	2002	Mysore	Poor	Yes	35068646
5363	3444	4	3	1	2009	Bangalore	Fair	Yes	48835058
5364	1435	1	1	2	2013	Chennai	Very Good	No	20189633
5365	4134	6	5	2	2007	Jaipur	Very Good	No	44335281
5366	602	1	1	3	2022	Ahmedabad	Good	No	7653207
5367	1201	3	2	3	2010	Noida	Good	Yes	19889973
5368	3354	4	4	4	2010	Bangalore	Good	No	53486556
5369	3099	4	5	1	2001	Coimbatore	Good	No	29024723
5370	2374	3	3	4	2026	Mysore	Very Good	No	23261228
5371	4107	6	5	1	2014	Mumbai	Fair	Yes	90396193
5372	3738	6	5	4	2010	Noida	Fair	No	52402628
5373	3972	6	5	2	2024	Delhi	Very Good	Yes	88009945
5374	3488	5	5	3	1998	Delhi	Very Good	Yes	62138009
5375	3317	5	5	3	2022	Mumbai	Poor	Yes	66302422
5376	3524	4	3	2	1999	Chennai	Very Good	No	45988354
5377	4408	6	5	4	2026	Hyderabad	Very Good	Yes	67392188
5378	3454	4	4	2	2013	Noida	Very Good	No	57960352
5379	1077	2	1	1	2005	Kochi	Good	No	11217585
5380	837	1	2	4	2014	Noida	Excellent	No	16261639
5381	1525	1	1	2	2005	Coimbatore	Very Good	Yes	13834041
5382	1325	3	4	4	2001	Pune	Good	No	20169414
5383	4689	6	5	3	2015	Delhi	Good	Yes	92403513
5384	2009	2	1	4	2017	Jaipur	Good	Yes	21286908
5385	2530	4	3	3	2012	Coimbatore	Very Good	Yes	28248396
5386	747	1	1	2	2003	Jaipur	Very Good	No	8184416
5387	4974	6	5	1	2001	Mumbai	Good	No	102477765
5388	4176	6	5	1	2009	Chennai	Fair	No	50812990
5389	1631	1	1	1	2023	Pune	Very Good	No	28901042
5390	4151	6	5	1	2023	Mumbai	Good	Yes	97018905
5391	3487	6	5	4	2000	Noida	Very Good	Yes	52940360
5392	627	2	2	2	2005	Bangalore	Good	No	11084463
5393	2386	3	3	2	2010	Noida	Excellent	Yes	47064099
5394	4667	6	5	2	1999	Coimbatore	Very Good	No	41414672
5395	2089	4	4	2	2002	Delhi	Fair	Yes	36384717
5396	1709	2	2	4	2000	Jaipur	Good	No	16682110
5397	2072	3	2	4	2015	Mumbai	Very Good	Yes	56884575
5398	3224	5	5	1	2014	Jaipur	Poor	Yes	25865822
5399	4202	6	5	2	2007	Noida	Good	Yes	69092202
5400	1896	3	4	1	2012	Bangalore	Fair	Yes	29162668
5401	2545	5	4	1	2010	Noida	Good	No	42304240
5402	3879	5	5	3	2026	Hyderabad	Good	No	54470997
5403	924	1	2	2	2016	Hyderabad	Fair	No	10849440
5404	1703	2	1	3	2017	Bangalore	Very Good	No	31962782
5405	1093	1	2	2	2015	Coimbatore	Good	Yes	10277537
5406	3074	4	5	4	2024	Coimbatore	Good	Yes	29289281
5407	4417	5	4	4	2010	Delhi	Excellent	No	100895552
5408	672	1	1	1	2024	Delhi	Excellent	No	17313863
5409	586	2	2	4	2015	Mysore	Good	No	6021309
5410	1334	2	3	3	2020	Jaipur	Poor	Yes	11042291
5411	3851	6	5	1	2002	Coimbatore	Excellent	No	39954306
5412	3515	5	5	2	1999	Mumbai	Very Good	Yes	82581717
5413	4578	6	5	1	2012	Mysore	Good	No	42030659
5414	3554	6	5	1	2010	Noida	Good	No	51577222
5415	1822	4	5	3	2017	Ahmedabad	Excellent	No	27269677
5416	1018	1	2	1	2003	Delhi	Fair	Yes	16998656
5417	2712	4	4	1	2021	Delhi	Good	No	56531918
5418	2001	3	4	2	2012	Chennai	Excellent	Yes	34073146
5419	1068	3	3	2	2007	Chennai	Very Good	No	16368082
5420	2961	4	4	1	2024	Delhi	Fair	Yes	57268755
5421	4384	6	5	2	2016	Noida	Fair	No	61265044
5422	4467	6	5	1	2012	Jaipur	Good	No	45749579
5423	2711	4	5	2	2001	Delhi	Very Good	Yes	47890104
5424	803	1	1	3	2015	Mysore	Poor	No	6030848
5425	3792	4	4	4	2013	Ahmedabad	Good	Yes	41551450
5426	3601	5	5	3	2016	Hyderabad	Very Good	Yes	52145770
5427	1001	1	1	3	2014	Mysore	Good	Yes	9549995
5428	3704	4	5	2	2019	Delhi	Excellent	Yes	86946961
5429	4889	6	5	1	2018	Coimbatore	Fair	No	40196753
5430	4780	6	5	4	2024	Chennai	Good	No	63102340
5431	3532	5	5	3	2013	Delhi	Excellent	Yes	83257050
5432	733	1	1	2	1998	Coimbatore	Fair	Yes	6091320
5433	4973	6	5	2	2020	Coimbatore	Good	Yes	48377072
5434	4187	6	5	3	2004	Mysore	Good	No	37343749
5435	4819	6	5	1	1999	Coimbatore	Good	Yes	40238463
5436	3714	5	5	3	2015	Mumbai	Fair	No	78992107
5437	3067	5	5	3	2015	Chennai	Good	Yes	39725709
5438	2859	4	4	3	2020	Pune	Good	No	46894996
5439	613	1	1	4	2015	Mumbai	Very Good	Yes	15810237
5440	4013	6	5	1	2009	Delhi	Good	Yes	71717433
5441	718	1	1	4	2013	Ahmedabad	Good	No	8124792
5442	1827	3	2	1	2026	Mumbai	Excellent	Yes	54363958
5443	4437	6	5	3	2023	Hyderabad	Poor	Yes	43253685
5444	4732	6	5	2	2008	Ahmedabad	Good	No	52845971
5445	2556	4	4	1	2005	Chennai	Good	Yes	34077342
5446	4570	6	5	1	2002	Mysore	Fair	Yes	33050728
5447	3557	5	4	2	2024	Kochi	Very Good	Yes	41644567
5448	1972	2	2	4	2025	Ahmedabad	Good	No	23768996
5449	4766	6	5	2	2018	Jaipur	Good	Yes	48974802
5450	2165	4	3	1	2006	Bangalore	Fair	No	32178823
5451	2520	4	4	2	2004	Bangalore	Very Good	No	45108221
5452	3534	6	5	3	2016	Hyderabad	Good	No	45063728
5453	4286	6	5	2	2018	Mumbai	Excellent	No	119497243
5454	1767	3	2	1	2017	Jaipur	Good	Yes	17682026
5455	2931	5	4	3	1998	Delhi	Very Good	No	53267039
5456	1344	2	2	2	2017	Hyderabad	Good	Yes	16021369
5457	4026	6	5	2	2007	Chennai	Good	Yes	50108471
5458	4732	6	5	3	2008	Hyderabad	Very Good	Yes	61589002
5459	3079	4	4	4	2026	Mumbai	Poor	Yes	64810723
5460	4895	6	5	2	2022	Coimbatore	Good	No	48778308
5461	1590	2	1	1	2001	Ahmedabad	Good	No	15800941
5462	4944	6	5	1	1998	Kochi	Excellent	Yes	54442047
5463	908	1	1	3	2006	Coimbatore	Very Good	Yes	9772037
5464	4952	6	5	2	2020	Coimbatore	Good	No	51268519
5465	3789	4	5	1	2003	Ahmedabad	Very Good	Yes	45162121
5466	1899	2	3	2	2014	Bangalore	Excellent	Yes	40613799
5467	1867	4	5	4	2008	Chennai	Very Good	Yes	26818870
5468	1829	3	2	1	2003	Bangalore	Very Good	No	32097059
5469	4316	6	5	4	2019	Chennai	Good	No	54746708
5470	832	1	1	3	2011	Pune	Fair	Yes	12350195
5471	2876	4	3	1	2018	Hyderabad	Fair	No	31976593
5472	4860	6	5	1	2001	Jaipur	Good	Yes	45549660
5473	1624	2	2	2	2022	Delhi	Good	No	34029795
5474	3463	5	5	3	2011	Pune	Excellent	Yes	62922562
5475	4032	6	5	2	2025	Jaipur	Good	Yes	40162138
5476	2358	2	1	1	2002	Mysore	Very Good	Yes	20349215
5477	3291	5	5	4	2012	Delhi	Fair	No	53615613
5478	3273	5	5	4	2007	Jaipur	Very Good	No	32173124
5479	3595	5	5	3	2013	Mumbai	Good	Yes	77173738
5480	3662	4	3	4	2013	Pune	Excellent	Yes	64982721
5481	2289	4	4	4	2009	Coimbatore	Poor	Yes	19460357
5482	2606	4	3	3	2013	Hyderabad	Fair	Yes	27418205
5483	2784	4	3	3	2022	Noida	Fair	No	39863534
5484	2910	4	3	4	2011	Mumbai	Very Good	Yes	67701359
5485	813	1	1	4	2009	Mumbai	Very Good	No	21021200
5486	4226	6	5	2	2008	Kochi	Good	No	43739745
5487	2092	3	3	3	2014	Mysore	Very Good	Yes	20289940
5488	3060	3	4	2	2017	Jaipur	Poor	Yes	26258087
5489	1959	2	3	3	2023	Jaipur	Good	No	18846087
5490	4824	6	5	1	2012	Bangalore	Good	Yes	76091827
5491	3811	4	4	2	2019	Coimbatore	Good	No	35082390
5492	1814	2	3	3	2021	Mysore	Good	Yes	16500032
5493	4273	6	5	3	2001	Mumbai	Good	No	84676928
5494	3603	5	5	4	2011	Jaipur	Very Good	Yes	40629704
5495	1027	1	1	2	2020	Jaipur	Very Good	Yes	11225891
5496	4712	6	5	3	2025	Noida	Very Good	Yes	91272813
5497	3452	5	5	1	2000	Mysore	Good	No	30523790
5498	2283	4	4	1	2008	Ahmedabad	Good	No	24397846
5499	1121	3	2	1	2004	Mysore	Fair	No	8420648
5500	2383	3	3	1	2010	Mumbai	Fair	Yes	49638488
5501	3990	6	5	2	2014	Mumbai	Excellent	No	106311212
5502	3189	5	5	3	2026	Mumbai	Very Good	Yes	93519273
5503	507	1	1	3	2023	Pune	Very Good	No	8913723
5504	4607	6	5	1	2017	Hyderabad	Very Good	No	62985546
5505	1245	2	1	1	2024	Kochi	Poor	Yes	10862515
5506	3657	6	5	2	2001	Jaipur	Very Good	No	34531058
5507	1429	2	1	4	2004	Chennai	Fair	No	15662637
5508	3996	6	5	4	2000	Kochi	Good	No	38947831
5509	2264	3	3	2	2025	Kochi	Excellent	Yes	31256526
5510	4861	6	5	4	2023	Mysore	Good	Yes	49278183
5511	3029	3	4	4	2020	Hyderabad	Very Good	Yes	43510521
5512	668	1	2	1	2018	Noida	Good	No	12067758
5513	3610	5	5	3	2015	Chennai	Poor	No	39812199
5514	1535	2	3	2	2012	Pune	Very Good	Yes	26594200
5515	2714	4	4	1	2010	Hyderabad	Fair	Yes	31398485
5516	4326	6	5	2	2016	Pune	Fair	No	55825248
5517	1399	3	2	3	2017	Mumbai	Good	No	35792263
5518	4524	6	5	1	2011	Jaipur	Good	Yes	40919834
5519	4852	6	5	4	2014	Ahmedabad	Fair	No	51076455
5520	657	1	1	2	1998	Mumbai	Excellent	Yes	17800547
5521	4164	6	5	2	2003	Hyderabad	Excellent	No	59192148
5522	2131	3	2	4	2001	Noida	Fair	Yes	30581153
5523	4726	6	5	1	2015	Ahmedabad	Good	Yes	47344388
5524	3641	5	5	3	2012	Chennai	Excellent	Yes	55232415
5525	2606	4	5	2	2017	Hyderabad	Very Good	Yes	35008022
5526	4248	5	5	3	2014	Coimbatore	Good	No	38925717
5527	3836	6	5	2	2022	Bangalore	Excellent	Yes	74296800
5528	3871	6	5	2	2023	Chennai	Very Good	Yes	60353157
5529	3582	6	5	2	2012	Jaipur	Very Good	No	35868867
5530	1398	1	2	4	2016	Bangalore	Good	Yes	25007316
5531	4528	6	5	2	2023	Coimbatore	Very Good	Yes	46000553
5532	2874	3	3	2	2014	Pune	Very Good	Yes	47232271
5533	3858	6	5	3	2014	Noida	Very Good	Yes	67116780
5534	1889	3	2	4	2021	Chennai	Excellent	No	33139562
5535	3674	5	5	3	2017	Hyderabad	Good	Yes	48634811
5536	4141	5	5	1	2007	Jaipur	Good	No	39252456
5537	3365	5	4	3	2014	Pune	Fair	Yes	45400182
5538	3408	6	5	1	1999	Kochi	Poor	No	26429594
5539	643	1	1	3	2015	Kochi	Good	No	6748629
5540	1279	2	1	3	2000	Delhi	Good	No	22270340
5541	739	1	1	2	2006	Mumbai	Good	Yes	16513216
5542	2020	3	3	4	2003	Pune	Good	No	28005098
5543	2475	5	5	4	2021	Mysore	Very Good	Yes	25889417
5544	2697	4	3	2	2020	Pune	Good	No	39030457
5545	1086	1	2	1	2010	Kochi	Excellent	No	12532201
5546	2450	5	5	1	2019	Delhi	Very Good	Yes	49158810
5547	4333	6	5	3	2001	Jaipur	Good	No	39544953
5548	4960	6	5	4	2002	Delhi	Good	Yes	88571070
5549	2124	3	3	1	2000	Mysore	Very Good	No	18002086
5550	3805	5	4	3	2006	Ahmedabad	Good	No	40196025
5551	4537	5	5	4	2018	Mumbai	Good	No	108356562
5552	4326	6	5	1	2009	Coimbatore	Very Good	Yes	46556256
5553	2523	4	3	1	2002	Hyderabad	Good	Yes	30272567
5554	3870	6	5	3	1998	Jaipur	Fair	Yes	32725708
5555	787	1	2	1	2001	Hyderabad	Very Good	Yes	10472471
5556	982	1	1	1	2024	Mysore	Good	No	8729359
5557	4246	6	5	3	2026	Chennai	Very Good	No	70900930
5558	2144	2	1	1	2002	Coimbatore	Fair	Yes	15910206
5559	968	1	1	4	2005	Kochi	Poor	Yes	8020697
5560	2039	3	3	1	2018	Mumbai	Good	No	44886398
5561	1677	1	1	3	1998	Delhi	Fair	Yes	25750351
5562	1064	2	1	4	2010	Mysore	Very Good	No	10380411
